20240203135107,0;0;0;0;0;0,0.2016874;-0.5004553;-0.1189537;0.05071402;-0.4035296;0.07372373,57;53;52;48;47;29;32;28,11.948;11.908;11.772;11.4;11.2;4.9;4.865;4.8
20240203135107,0;0;0;0;0;0,0.232126;-0.7064879;0.1779757;0.06145189;-0.4694908;0.09059752,57;53;52;48;47;29;32;28,11.952;11.912;11.82;11.3;11.2;4.9;4.89;4.8
20240203135108,0;0;0;0;0;0,0.232126;-0.7064879;0.1779757;0.06145189;-0.4694908;0.09059752,57;53;52;48;47;29;32;28,11.952;11.912;11.82;11.3;11.2;4.9;4.89;4.8
20240203135108,0;0;0;0;0;0,0.1758147;-0.50803;-0.111379;0.05684994;-0.3529082;0.06912179,57;53;52;48;47;29;32;28,11.952;11.912;11.82;11.3;11.2;4.9;4.89;4.8
20240203135109,0;0;0;0;0;0,0.1758147;-0.50803;-0.111379;0.05684994;-0.3529082;0.06912179,57;53;52;48;47;29;32;28,11.952;11.912;11.82;11.3;11.2;4.9;4.89;4.8
20240203135109,0;0;0;0;0;0,0.03731932;0.07825403;-0.977928;0.01696644;-0.07372373;0.01850042,57;53;52;48;47;29;32;28,11.956;11.896;11.836;11.3;11.3;4.9;4.895;4.9
20240203135110,0;0;0;0;0;0,0.0007930673;0.2873166;-1.288492;0.003160615;-0.004694596;0.003160615,57;53;53;48;47;29;32;28,11.968;11.908;11.844;11.3;11.3;4.9;4.872;4.9
20240203135110,0;0;0;0;0;0,0.0007930673;0.2873166;-1.288492;0.003160615;-0.004694596;0.003160615,57;53;53;48;47;29;32;28,11.968;11.908;11.844;11.3;11.3;4.9;4.872;4.9
20240203135111,0;0;0;0;0;0,0.03275354;0.1964198;-1.140027;0.003160615;-0.05684994;0.0123645,57;53;53;48;47;29;32;28,11.968;11.908;11.844;11.3;11.3;4.9;4.872;4.9
20240203135111,0;0;0;0;0;0,0.03275354;0.1964198;-1.140027;0.003160615;-0.05684994;0.0123645,57;53;53;48;47;29;32;28,11.968;11.908;11.844;11.3;11.3;4.9;4.872;4.9
20240203135112,0;0;0;0;0;0,0.105806;-0.0944498;-0.7158423;0.01850042;-0.211782;0.03997615,57;53;52;48;47;29;32;28,11.956;11.912;11.8;11.3;11.3;4.9;4.875;4.8
20240203135112,0;0;0;0;0;0,0.2351698;-0.6716442;0.1325273;0.05531596;-0.4679568;0.08906354,57;53;52;48;47;29;32;28,11.956;11.912;11.8;11.3;11.3;4.9;4.875;4.8
20240203135113,0;0;0;0;0;0,0.2351698;-0.6716442;0.1325273;0.05531596;-0.4679568;0.08906354,57;53;52;48;47;29;32;28,11.956;11.912;11.8;11.3;11.3;4.9;4.875;4.8
20240203135113,0;0;0;0;0;0,0.2412575;-0.730727;0.2158493;0.0599179;-0.4863646;0.0921315,57;53;52;48;47;29;32;28,11.956;11.9;11.816;11.3;11.2;4.9;4.887;4.8
20240203135114,0;0;0;0;0;0,0.2412575;-0.730727;0.2158493;0.0599179;-0.4863646;0.0921315,57;53;52;48;47;29;32;28,11.956;11.9;11.816;11.3;11.2;4.9;4.887;4.8
20240203135114,0;0;0;0;0;0,0.127113;-0.3050272;-0.4098233;0.04151013;-0.2547335;0.052248,57;53;52;48;47;29;32;28,11.948;11.896;11.84;11.3;11.2;4.9;4.842;4.8
20240203135115,0;0;0;0;0;0,0.06014822;-0.01567261;-0.8400679;0.02156838;-0.1197432;0.02617033,57;53;52;48;47;29;32;28,11.948;11.896;11.84;11.3;11.2;4.9;4.842;4.8
20240203135115,0;0;0;0;0;0,0.06014822;-0.01567261;-0.8400679;0.02156838;-0.1197432;0.02617033,57;53;52;48;47;29;32;28,11.948;11.896;11.84;11.3;11.2;4.9;4.842;4.8
20240203135116,0;0;0;0;0;0,-0.0007288597;0.2994361;-1.300611;0.003160615;-0.004694596;0.003160615,57;53;53;48;47;29;32;28,11.96;11.908;11.844;11.3;11.2;4.9;4.9;4.9
20240203135116,0;0;0;0;0;0,-0.0007288597;0.2994361;-1.300611;0.003160615;-0.004694596;0.003160615,57;53;53;48;47;29;32;28,11.96;11.908;11.844;11.3;11.2;4.9;4.9;4.9
20240203135117,0;0;0;0;0;0,0.03275354;0.1964198;-1.141542;0.003160615;-0.06145189;0.0123645,57;53;53;48;47;29;32;28,11.96;11.908;11.844;11.3;11.2;4.9;4.9;4.9
20240203135117,0;0;0;0;0;0,0.1712489;-0.3731998;-0.3083219;0.03844217;-0.3437043;0.06451984,57;53;52;48;47;29;32;28,11.964;11.912;11.788;11.3;11.3;4.9;4.89;4.9
20240203135118,0;0;0;0;0;0,0.1712489;-0.3731998;-0.3083219;0.03844217;-0.3437043;0.06451984,57;53;52;48;47;29;32;28,11.964;11.912;11.788;11.3;11.3;4.9;4.89;4.9
20240203135118,0;0;0;0;0;0,0.2336479;-0.6534648;0.1022284;0.05684994;-0.4648888;0.08599558,57;53;52;48;47;29;32;28,11.948;11.9;11.812;11.3;11.3;4.9;4.888;4.8
20240203135119,0;0;0;0;0;0,0.2336479;-0.6534648;0.1022284;0.05684994;-0.4648888;0.08599558,57;53;52;48;47;29;32;28,11.948;11.9;11.812;11.3;11.3;4.9;4.888;4.8
20240203135119,0;0;0;0;0;0,0.2047313;-0.6140762;0.04314551;0.05838392;-0.4142675;0.08292761,57;53;52;48;47;29;32;28,11.948;11.9;11.812;11.3;11.3;4.9;4.888;4.8
20240203135120,0;0;0;0;0;0,0.1362446;-0.341386;-0.3568002;0.04304412;-0.2746752;0.05531596,56;53;53;48;47;29;32;28,11.944;11.9;11.848;11.4;11.3;4.9;4.872;4.8
20240203135121,0;0;0;0;0;0,0.1362446;-0.341386;-0.3568002;0.04304412;-0.2746752;0.05531596,56;53;53;48;47;29;32;28,11.944;11.9;11.848;11.4;11.3;4.9;4.872;4.8
20240203135121,0;0;0;0;0;0,0.006880776;0.2342934;-1.20214;0.006228577;-0.01850042;0.006228577,57;53;52;48;47;29;32;28,11.956;11.9;11.84;11.3;11.2;4.8;4.855;4.8
20240203135122,0;0;0;0;0;0,0.006880776;0.2342934;-1.20214;0.006228577;-0.01850042;0.006228577,57;53;52;48;47;29;32;28,11.956;11.9;11.84;11.3;11.2;4.8;4.855;4.8
20240203135122,0;0;0;0;0;0,0.0007930673;0.2994361;-1.300611;0.003160615;-0.003160615;0.003160615,57;53;52;48;47;29;32;28,11.956;11.9;11.84;11.3;11.2;4.8;4.855;4.8
20240203135123,0;0;0;0;0;0,0.08297713;0.005536629;-0.8703668;0.01389848;-0.1657626;0.03077227,57;53;52;48;47;29;32;28,11.964;11.912;11.82;11.3;11.3;4.9;4.877;4.8
20240203135123,0;0;0;0;0;0,0.08297713;0.005536629;-0.8703668;0.01389848;-0.1657626;0.03077227,57;53;52;48;47;29;32;28,11.964;11.912;11.82;11.3;11.3;4.9;4.877;4.8
20240203135124,0;0;0;0;0;0,0.1514639;-0.2853329;-0.4401222;0.03230625;-0.3007529;0.05838392,57;53;52;48;47;29;32;28,11.964;11.912;11.82;11.3;11.3;4.9;4.877;4.8
20240203135124,0;0;0;0;0;0,0.1514639;-0.2853329;-0.4401222;0.03230625;-0.3007529;0.05838392,57;53;52;48;47;29;32;28,11.964;11.912;11.82;11.3;11.3;4.9;4.877;4.8
20240203135125,0;0;0;0;0;0,0.2427795;-0.7367868;0.2294838;0.0599179;-0.4863646;0.0921315,56;53;53;48;46;29;32;28,11.952;11.908;11.82;11.3;11.2;4.9;4.893;4.8
20240203135125,0;0;0;0;0;0,0.2275602;-0.6913384;0.1537365;0.0599179;-0.4587529;0.09059752,56;53;53;48;46;29;32;28,11.952;11.908;11.82;11.3;11.2;4.9;4.893;4.8
20240203135126,0;0;0;0;0;0,0.2275602;-0.6913384;0.1537365;0.0599179;-0.4587529;0.09059752,56;53;53;48;46;29;32;28,11.952;11.908;11.82;11.3;11.2;4.9;4.893;4.8
20240203135126,0;0;0;0;0;0,0.1636393;-0.4565218;-0.1840964;0.05378198;-0.3314325;0.06758781,57;53;53;48;46;29;32;28,11.968;11.92;11.86;11.3;11.3;4.9;4.89;4.9
20240203135127,0;0;0;0;0;0,0.01144656;0.2009646;-1.152147;0.007762557;-0.02617033;0.009296538,57;53;53;48;46;29;32;28,11.968;11.92;11.86;11.3;11.3;4.9;4.89;4.9
20240203135127,0;0;0;0;0;0,0.01144656;0.2009646;-1.152147;0.007762557;-0.02617033;0.009296538,57;53;53;48;46;29;32;28,11.968;11.92;11.86;11.3;11.3;4.9;4.89;4.9
20240203135128,0;0;0;0;0;0,0.0007930673;0.2994361;-1.300611;0.003160615;-0.004694596;0.003160615,57;53;53;48;46;29;32;28,11.956;11.892;11.84;11.3;11.2;4.9;4.862;4.8
20240203135128,0;0;0;0;0;0,0.0007930673;0.2994361;-1.300611;0.003160615;-0.004694596;0.003160615,57;53;53;48;46;29;32;28,11.956;11.892;11.84;11.3;11.2;4.9;4.862;4.8
20240203135129,0;0;0;0;0;0,0.01753427;0.246413;-1.215774;0.003160615;-0.03077227;0.004694596,57;53;53;48;46;29;32;28,11.956;11.892;11.84;11.3;11.2;4.9;4.862;4.8
20240203135129,0;0;0;0;0;0,0.1545077;-0.3004824;-0.417398;0.03384023;-0.3084228;0.05838392,57;53;53;48;46;29;32;28,11.964;11.916;11.832;11.3;11.3;4.9;4.895;4.8
20240203135130,0;0;0;0;0;0,0.1545077;-0.3004824;-0.417398;0.03384023;-0.3084228;0.05838392,57;53;53;48;46;29;32;28,11.964;11.916;11.832;11.3;11.3;4.9;4.895;4.8
20240203135130,0;0;0;0;0;0,0.2245163;-0.6110463;0.04011562;0.05531596;-0.448015;0.0844616,56;53;53;48;46;29;32;28,11.932;11.896;11.816;11.3;11.2;4.8;4.834;4.8
20240203135131,0;0;0;0;0;0,0.2184286;-0.6580096;0.1037433;0.05838392;-0.4342092;0.08752955,56;53;53;48;46;29;32;28,11.932;11.896;11.816;11.3;11.2;4.8;4.834;4.8
20240203135131,0;0;0;0;0;0,0.2184286;-0.6580096;0.1037433;0.05838392;-0.4342092;0.08752955,56;53;53;48;46;29;32;28,11.932;11.896;11.816;11.3;11.2;4.8;4.834;4.8
20240203135132,0;0;0;0;0;0,0.1499419;-0.3974389;-0.2719632;0.04764606;-0.2992189;0.06145189,56;53;53;48;46;29;32;28,11.96;11.912;11.832;11.3;11.3;4.9;4.898;4.8
20240203135132,0;0;0;0;0;0,0.1499419;-0.3974389;-0.2719632;0.04764606;-0.2992189;0.06145189,56;53;53;48;46;29;32;28,11.96;11.912;11.832;11.3;11.3;4.9;4.898;4.8
20240203135133,0;0;0;0;0;0,0.01601234;0.1843002;-1.127908;0.01083052;-0.03384023;0.01083052,57;53;53;48;46;29;32;28,11.948;11.896;11.828;11.3;11.3;4.8;4.839;4.8
20240203135133,0;0;0;0;0;0,-0.0007288597;0.2994361;-1.300611;0.003160615;-0.003160615;0.003160615,57;53;53;48;46;29;32;28,11.948;11.896;11.828;11.3;11.3;4.8;4.839;4.8
20240203135134,0;0;0;0;0;0,-0.0007288597;0.2994361;-1.300611;0.003160615;-0.003160615;0.003160615,57;53;53;48;46;29;32;28,11.948;11.896;11.828;11.3;11.3;4.8;4.839;4.8
20240203135135,0;0;0;0;0;0,0.06775786;0.06310457;-0.9552038;0.009296538;-0.128947;0.02463635,57;53;52;48;46;29;32;28,11.956;11.9;11.812;11.3;11.3;4.9;4.877;4.8
20240203135135,0;0;0;0;0;0,0.06775786;0.06310457;-0.9552038;0.009296538;-0.128947;0.02463635,57;53;52;48;46;29;32;28,11.956;11.9;11.812;11.3;11.3;4.9;4.877;4.8
20240203135136,0;0;0;0;0;0,0.1408104;-0.2338248;-0.5143545;0.03077227;-0.2777432;0.052248,57;53;52;48;46;29;32;28,11.956;11.9;11.812;11.3;11.3;4.9;4.877;4.8
20240203135136,0;0;0;0;0;0,0.2427795;-0.7276971;0.2203942;0.06145189;-0.4878986;0.0921315,56;53;52;48;46;29;32;28,11.936;11.896;11.82;11.3;11.2;4.9;4.852;4.8
20240203135137,0;0;0;0;0;0,0.2427795;-0.7276971;0.2203942;0.06145189;-0.4878986;0.0921315,56;53;52;48;46;29;32;28,11.936;11.896;11.82;11.3;11.2;4.9;4.852;4.8
20240203135137,0;0;0;0;0;0,0.2306041;-0.6958833;0.1628262;0.06145189;-0.4633549;0.09059752,56;53;52;48;46;29;32;28,11.936;11.896;11.82;11.3;11.2;4.9;4.852;4.8
20240203135138,0;0;0;0;0;0,0.2306041;-0.6958833;0.1628262;0.06145189;-0.4633549;0.09059752,56;53;52;48;46;29;32;28,11.936;11.896;11.82;11.3;11.2;4.9;4.852;4.8
20240203135138,0;0;0;0;0;0,0.09667447;-0.1762569;-0.5961616;0.03384023;-0.2025781;0.04151013,56;53;53;48;46;29;32;28,11.96;11.92;11.852;11.3;11.3;4.9;4.901;4.8
20240203135139,0;0;0;0;0;0,0.09667447;-0.1762569;-0.5961616;0.03384023;-0.2025781;0.04151013,56;53;53;48;46;29;32;28,11.96;11.92;11.852;11.3;11.3;4.9;4.901;4.8
20240203135139,0;0;0;0;0;0,-0.0007288597;0.2964062;-1.299096;0.003160615;-0.003160615;0.003160615,57;53;52;48;46;29;32;28,11.948;11.892;11.82;11.3;11.2;4.9;4.864;4.9
20240203135140,0;0;0;0;0;0,-0.0007288597;0.2964062;-1.299096;0.003160615;-0.003160615;0.003160615,57;53;52;48;46;29;32;28,11.948;11.892;11.82;11.3;11.2;4.9;4.864;4.9
20240203135140,0;0;0;0;0;0,0.003836922;0.2873166;-1.277887;0.003160615;-0.003160615;0.003160615,57;53;52;48;46;29;32;28,11.948;11.892;11.82;11.3;11.2;4.9;4.864;4.9
20240203135141,0;0;0;0;0;0,0.1225472;-0.1641373;-0.6158559;0.02310237;-0.2455296;0.0445781,57;53;53;48;46;29;32;28,11.964;11.916;11.828;11.3;11.3;4.9;4.882;4.8
20240203135141,0;0;0;0;0;0,0.1225472;-0.1641373;-0.6158559;0.02310237;-0.2455296;0.0445781,57;53;53;48;46;29;32;28,11.964;11.916;11.828;11.3;11.3;4.9;4.882;4.8
20240203135142,0;0;0;0;0;0,0.1955997;-0.4731863;-0.1613722;0.04304412;-0.3897238;0.07218975,57;53;53;48;46;29;32;28,11.964;11.916;11.828;11.3;11.3;4.9;4.882;4.8
20240203135142,0;0;0;0;0;0,0.1955997;-0.4731863;-0.1613722;0.04304412;-0.3897238;0.07218975,57;53;53;48;46;29;32;28,11.964;11.916;11.828;11.3;11.3;4.9;4.882;4.8
20240203135143,0;0;0;0;0;0,0.232126;-0.7064879;0.1794906;0.06145189;-0.4756267;0.0921315,57;53;53;48;46;29;32;28,11.952;11.9;11.82;11.3;11.2;4.9;4.888;4.8
20240203135143,0;0;0;0;0;0,0.1773366;-0.509545;-0.1068341;0.05531596;-0.3575102;0.07065577,57;53;53;48;46;29;32;28,11.948;11.908;11.84;11.3;11.3;4.9;4.837;4.8
20240203135144,0;0;0;0;0;0,0.1773366;-0.509545;-0.1068341;0.05531596;-0.3575102;0.07065577,57;53;53;48;46;29;32;28,11.948;11.908;11.84;11.3;11.3;4.9;4.837;4.8
20240203135144,0;0;0;0;0;0,0.03427546;0.09188854;-0.9961073;0.01696644;-0.07065577;0.01850042,57;53;53;48;46;29;32;28,11.948;11.908;11.84;11.3;11.3;4.9;4.837;4.8
20240203135145,0;0;0;0;0;0,0.03427546;0.09188854;-0.9961073;0.01696644;-0.07065577;0.01850042,57;53;53;48;46;29;32;28,11.948;11.908;11.84;11.3;11.3;4.9;4.837;4.8
20240203135145,0;0;0;0;0;0,0.0007930673;0.2903464;-1.293037;0.003160615;-0.006228577;0.004694596,57;53;53;48;46;29;32;28,11.952;11.896;11.82;11.3;11.2;4.9;4.885;4.8
20240203135146,0;0;0;0;0;0,0.04797281;0.1373369;-1.059735;0.004694596;-0.09366548;0.01850042,57;53;52;48;47;29;32;28,11.964;11.912;11.832;11.3;11.3;4.9;4.883;4.8
20240203135146,0;0;0;0;0;0,0.04797281;0.1373369;-1.059735;0.004694596;-0.09366548;0.01850042,57;53;52;48;47;29;32;28,11.964;11.912;11.832;11.3;11.3;4.9;4.883;4.8
20240203135147,0;0;0;0;0;0,0.1164595;-0.1368683;-0.6537296;0.02310237;-0.2332577;0.0445781,57;53;52;48;47;29;32;28,11.964;11.912;11.832;11.3;11.3;4.9;4.883;4.8
